id,source_file,category,line_no,text
2908,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,375,"Safety (세이프티): [미식축구/야구] 미식축구에서 공격팀이 자기 진영 엔드존에서 태클당해 수비팀이 2점을 얻는 것, 또는 야구에서 주자가 아웃되지 않고 베이스에 안착한 상태"
2909,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,376,Salchow (살코): [피겨스케이팅] 뒤로 활주하다가 스케이트 날의 안쪽 엣지를 사용해 도약하는 점프 기술
2910,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,377,"Save (세이브): [축구/야구] 골키퍼가 슛을 막아내는 것, 또는 마무리 투수가 승리를 지켜내는 기록"
2911,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,378,Score (득점 / 점수): [일반] 경기 규정에 따라 획득한 포인트
2912,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,379,"Scoreboard (전광판): [일반] 경기장의 점수, 남은 시간, 선수 기록 등을 관중에게 보여주는 대형 화면"
2913,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,380,Scrimmage (스크리미지 / 연습 경기): [구기] 정식 경기가 아닌 팀 자체 청백전이나 타 팀과의 가벼운 연습 시합
2914,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,381,Scrum (스크럼): [럭비] 반칙 후 경기를 재개할 때 양 팀의 포워드들이 서로 어깨를 맞대고 밀어붙이며 공을 다투는 대형
2915,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,382,"Scull (스컬): [조정] 한 선수가 양손에 각각 하나씩, 총 두 개의 노를 젓는 방식의 경기"
2916,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,383,Season (시즌): [일반] 특정 스포츠의 정규 리그나 대회들이 시작해서 완전히 끝날 때까지의 공식적인 기간 (보통 1년 주기)
2917,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,384,Second base (2루): [야구] 내야 다이아몬드의 한가운데 위치한 베이스로 유격수와 2루수가 수비함
2918,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,385,Seed (시드 / 배정): [일반] 토너먼트 대회에서 강팀들이 초반에 탈락하지 않도록 미리 대진표를 분산 배정하는 특혜
2919,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,386,Serve (서브): [테니스/배구/탁구] 경기를 시작하기 위해 코트 뒤에서 공을 때려 상대편 코트로 넘기는 행위
2920,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,387,Set (세트 / 토스): [배구/야구] 스파이크 공격을 쉽게 할 수 있도록 공을 네트 위로 높이 올려주는 행위
2921,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,388,Set piece (세트피스): [축구] 프리킥이나 코너킥 상황에서 약속된 전술적 움직임으로 득점을 노리는 작전
2922,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,389,Shadow boxing (섀도 복싱): [복싱] 가상의 적을 앞에 두고 혼자서 스텝과 펀치 등 방어 및 공격 기술을 연습하는 훈련법
2923,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,390,Shakehand Grip (셰이크핸드 그립): [탁구] 악수하듯 라켓 손잡이를 움켜쥐는 서양식 그립 방식
2924,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,391,Shooting (슈팅): [축구/농구] 득점을 하기 위해 공을 차거나 던져서 골대를 향해 날려 보내는 것
2925,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,392,Shortstop (유격수): [야구] 2루와 3루 사이의 깊숙한 곳에서 수비하며 수비 부담이 가장 큰 내야의 핵심 포지션
2926,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,393,Shot Put (포환던지기): [육상] 무거운 금속 구를 목덜미에 붙였다가 폭발적으로 밀어 던지는 필드 경기
2927,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,394,Show Jumping (장애물 비약): [승마] 마장 내에 설치된 다양한 형태의 장애물을 정해진 순서와 시간 내에 뛰어넘는 경기
2928,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,395,Shutout (셧아웃 / 영봉승): [야구/아이스하키] 상대 팀에게 단 1점도 내주지 않고 완벽한 수비로 승리하는 경기
2929,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,396,Shuttlecock (셔틀콕): [배드민턴] 코르크에 거위 깃털을 꽂아 만든 가벼운 배드민턴용 공
2930,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,397,Skeleton (스켈레톤): [슬라이딩] 썰매에 엎드려 머리부터 내려오는 슬라이딩 경기
2931,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,398,"Skeet/Trap (스키트/트랩): [사격] 날아가는 클레이 타깃을 맞히는 산탄총 경기 (스키트는 양옆에서, 트랩은 전방에서 타깃이 날아감)"
2932,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,399,Skiing (스키): [동계] 긴 판을 발에 신고 눈 덮인 경사면을 미끄러지며 속도와 기술을 겨루는 겨울 스포츠
2933,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,400,"Skateboard (스케이트보드): [익스트림] 바퀴가 달린 널빤지에 올라타 트릭(점프, 회전)을 구사하는 도심형 스포츠"
2934,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,401,Slalom (회전): [알파인 스키/카누] 경사면(급류)에 꽂힌 좁은 간격의 기문(폴)들을 지그재그로 통과하며 내려오는 기술 경기
2935,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,402,Slam Dunk (슬램덩크): [농구] 점프하여 림 위에 공을 강력하게 꽂는 슛
2936,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,403,Slap Shot (슬랩 샷): [아이스하키] 스틱을 허리 이상 높이 들어 올렸다가 얼음을 강하게 때리면서 퍽을 날리는 강력한 슛
2937,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,404,Slider (슬라이더): [야구] 직구처럼 빠르게 날아오다가 타자 앞에서 좌우로 날카롭게 휘어지는 변화구
2938,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,405,Sliding (슬라이딩): [야구] 주자가 베이스에 도달할 때 태그를 피하고 속도를 줄이기 위해 몸을 던져 미끄러져 들어가는 기술
2939,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,406,Smash (스매시): [테니스/배드민턴/탁구/배구] 높이 떠오른 공을 머리 위에서 강하게 내리치는 결정적인 공격 타법
2940,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,407,Snatch (인상): [역도] 바벨을 한 번의 동작으로 바닥에서 머리 위까지 뻗어 올리는 경기
2941,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,408,Snowboard (스노보드): [동계] 두 발을 한 개의 넓은 보드에 고정하고 눈밭을 활강하며 묘기를 부리는 종목
2942,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,409,Soccer (축구): [구기] 손을 제외한 신체 부위로 공을 다루어 상대 골문에 넣어 득점하는 11인조 경기
2943,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,410,Softball (소프트볼): [구기] 야구와 비슷하지만 투수가 아래에서 위로 공을 던지고 크고 덜 딱딱한 공을 쓰는 종목
2944,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,411,Somersault (서머솔트 / 공중제비): [체조/다이빙] 체조나 다이빙 등에서 공중에서 몸을 한 바퀴 이상 둥글게 회전시키는 동작
2945,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,412,Southpaw (사우스포): [복싱/야구] 왼손잡이 투수나 복서를 일컫는 스포츠 은어
2946,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,413,Spike (스파이크): [배구] 네트 위로 떠오른 공을 상대편 코트로 강하게 내리치는 공격 기술
2947,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,414,Split (스플릿): [볼링] 첫 투구 후 핀들이 가운데가 뻥 뚫린 채 양옆으로 멀리 찢어져 남아 있어 스페어 처리가 매우 어려운 상태
2948,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,415,"Sponsor (스폰서): [일반] 구단이나 선수의 유니폼에 로고를 새기는 대가로 재정적, 물품적 지원을 해주는 기업"
2949,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,416,Sprint (단거리 경주): [육상/빙상] 짧은 거리를 전속력으로 달리는 경기
2950,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,417,Squash (스쿼시): [라켓] 사방이 막힌 실내 코트에서 벽을 향해 번갈아 가며 고무공을 세게 치는 스포츠
2951,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,418,Stadium (스타디움 / 경기장): [일반] 육상 트랙이 깔려 있거나 대규모 관중석이 설치된 거대한 종합 체육 시설
2952,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,419,"Standing (스탠딩 / 순위표): [일반] 정규 리그에서 팀들의 승패, 득실차에 따라 매겨진 현재의 순위표"
2953,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,420,"Starter (선발 투수 / 출발 심판): [야구/육상] 경기에 가장 먼저 나서는 주전 투수, 또는 육상 경기에서 출발 총성을 울리는 심판"
2954,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,421,Steal (스틸 / 가로채기): [농구/야구] 수비수가 공격수의 공을 합법적으로 빼앗거나 야구에서 투구 중 다음 루로 뛰는 기술
2955,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,422,Steeplechase (장애물 달리기 / 스티플체이스): [육상] 육상 트랙 위에 설치된 허들과 웅덩이(물)를 뛰어넘으며 달리는 중장거리 경기
2956,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,423,Stick (스틱): [아이스하키/필드하키] 퍽이나 공을 치고 패스하기 위해 선수가 사용하는 끝이 굽은 막대
2957,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,424,Stolen Base (도루): [야구] 주자가 투수의 투구 동작 중에 다음 루(베이스)로 재빨리 달려가 안착하는 기술
2958,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,425,Stone (스톤): [컬링] 화강암으로 만들어져 얼음 위를 미끄러지게 던지는 원반 형태의 둥근 돌
2959,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,426,"Stopper (스토퍼 / 마무리 투수): [야구/축구] 경기 후반에 등판하여 팀의 승리를 지키는 구원 투수, 혹은 대인 마크가 뛰어난 중앙 수비수"
2960,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,427,"Strike (스트라이크): [야구/볼링] 투수가 던진 공이 스트라이크 존을 통과하거나 헛스윙했을 때 주어지는 판정, 또는 볼링에서 10개의 핀을 한 번에 다 쓰러뜨린 것"
2961,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,428,Strikeout (삼진 아웃): [야구] 타자가 세 번의 스트라이크 판정을 받아 타석에서 아웃되는 것
2962,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,429,Striker (스트라이커): [축구] 최전방에서 골을 넣는 임무를 전담하는 가장 파괴력 있는 공격수
2963,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,430,"Stroke (스트로크): [수영/테니스/조정] 수영에서 팔을 한 번 젓는 동작, 라켓으로 공을 치는 타격, 조정을 젓는 동작의 단위"
2964,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,431,Submission (서브미션): [격투기] 상대방의 관절을 꺾거나 목을 졸라 고통이나 질식으로 기권(탭아웃)을 받아내는 기술
2965,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,432,Substitute (교체 선수 / 서브): [일반] 선발로 출전하지 못했으나 경기 중 지친 주전 선수를 대신하여 투입되는 선수
2966,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,433,Super G (슈퍼대회전): [스키] 알파인 스키 종목 중 활강의 빠른 속도와 대회전의 턴 기술을 결합한 경주
2967,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,434,Surfing (서핑): [수상] 파도가 밀려오는 해변에서 서프보드 위에 올라타 균형을 잡으며 파도를 타는 해양 스포츠
2968,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,435,Sweeper (스위퍼): [축구] 다른 수비수들보다 약간 뒤에 위치하여 뚫린 공간을 최종적으로 '쓸어내는(sweep)' 프리롤 수비수
2969,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,436,"Swimming (수영): [수상] 물속에서 자유형, 평영, 배영, 접영 등의 영법을 사용해 속도를 겨루는 스포츠"
2970,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,437,Swing (스윙): [골프/야구] 공을 맞히기 위해 클럽이나 배트를 힘껏 휘두르는 궤적과 동작
2971,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,438,Synchronized swimming (싱크로나이즈드 스위밍): [수영] 아티스틱 스위밍의 옛 명칭
2972,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,439,Table Tennis (탁구): [라켓] 중앙에 네트가 쳐진 테이블 위에서 작은 라켓으로 속이 빈 가벼운 공을 주고받는 경기
2973,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,440,Taekwondo (태권도): [투기] 빠르고 강력한 발차기 기술을 주무기로 하는 대한민국 고유의 전통 무술이자 올림픽 정식 종목
2974,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,441,Tackle (태클): [축구/럭비] 상대 선수의 공을 빼앗거나 공격을 지연시키기 위해 발이나 몸을 쓰는 수비 동작
2975,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,442,"Tactic (전술): [일반] 경기에서 상대를 이기기 위해 선수들의 배치, 포메이션, 공격/수비 방식을 세부적으로 계획한 방법"
2976,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,443,Takedown (테이크다운): [레슬링/격투기] 서 있는 상대를 다리를 걸거나 안아서 매트 바닥으로 넘어뜨리는 기술
2977,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,444,Target (타깃 / 과녁): [사격/양궁] 총이나 활을 쏘아 맞혀야 하는 중심원이 그려진 과녁
2978,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,445,Team (팀): [일반] 공동의 승리라는 목표를 달성하기 위해 코치진과 선수들이 하나로 조직된 집단
2979,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,446,Technical foul (테크니컬 파울): [농구] 신체 접촉 없이 심판 판정에 거칠게 항의하거나 비신사적인 언행을 했을 때 주어지는 경고성 파울
2980,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,447,Tee (티): [골프] 홀의 첫 번째 샷(티샷)을 날릴 때 공을 올려놓기 위해 잔디에 꽂는 작은 나무나 플라스틱 못
2981,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,448,Tennis (테니스): [라켓] 네트를 사이에 두고 라켓으로 펠트가 덮인 고무공을 쳐서 넘겨 득점을 겨루는 스포츠
2982,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,449,Third base (3루): [야구] 홈으로 들어오기 직전의 마지막 베이스로 강한 타구가 많이 날아와 수비 순발력이 필요한 위치
2983,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,450,Three-pointer (3점 슛): [농구] 림에서 멀리 떨어진 반원 형태의 3점 라인 바깥에서 던져 성공시킨 슛
2984,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,451,"Throw-in (스로인): [축구] 공이 터치라인(사이드라인) 밖으로 나갔을 때, 마지막에 맞지 않은 팀의 선수가 두 손으로 공을 던져 경기를 재개하는 것"
2985,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,452,Tie (동점 / 무승부): [일반] 경기 종료 시 양 팀의 점수가 완전히 같아 승패를 가리지 못한 상태
2986,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,453,Tiebreaker (타이브레이커): [테니스/일반] 세트 스코어가 6:6 동점일 때 7점을 먼저 따내는 쪽이 세트를 가져가는 단판 승부 제도
2987,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,454,Time-out (타임아웃): [구기] 작전을 지시하거나 선수들의 흐름을 끊기 위해 감독이 심판에게 요청하여 경기를 일시 정지시키는 시간
2988,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,455,Topspin (톱스핀): [테니스/탁구] 공의 윗부분을 문질러 쳐서 공이 앞으로 강하게 회전하며 뚝 떨어지게 만드는 타법
2989,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,456,"Toss (토스): [배구/야구] 배구에서 스파이크를 때리기 좋게 공을 올려주는 것, 또는 동전 던지기로 공격권을 정하는 것"
2990,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,457,Touchdown (터치다운): [미식축구] 공을 들고 상대 진영의 엔드존(골라인)을 완전히 통과하여 6점을 획득하는 최고의 플레이
2991,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,458,Tour (투어): [골프/테니스] 프로 선수들이 한 해 동안 세계 각지를 돌며 참가하는 연속적인 공식 대회 일정
2992,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,459,Tournament (토너먼트): [일반] 패배한 팀은 즉시 탈락하고 승자끼리 계속 맞붙어 마지막 한 명(팀)의 우승자를 가리는 경기 방식
2993,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,460,Track (트랙): [육상] 달리기 경주를 위해 우레탄 등으로 평탄하게 포장된 타원형의 경기장 주로
2994,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,461,Track and Field (육상 경기): [육상] 트랙에서 달리는 종목과 필드에서 뛰고 던지는 종목을 통틀어 이르는 영어 표현
2995,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,462,Transfer (이적): [축구/프로스포츠] 선수가 계약 기간 중이나 만료 시 이적료를 발생시키며 다른 구단으로 소속을 옮기는 것
2996,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,463,"Trap (트랩/트래핑): [축구/사격] 날아오는 축구공을 가슴이나 발로 부드럽게 받아 통제하는 기술, 혹은 산탄총 사격의 한 종목"
2997,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,464,"Triathlon (트라이애슬론 / 철인 3종 경기): [복합] 수영, 사이클, 마라톤 세 종목을 휴식 없이 연달아 실시하여 극한의 인내력을 겨루는 종목"
2998,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,465,"Triple Crown (트리플 크라운): [야구/일반] 한 시즌에 타율, 홈런, 타점 등 주요 3개 부문에서 모두 1위를 석권하는 대기록"
2999,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,466,"Triple-Double (트리플 더블): [농구] 농구에서 득점, 리바운드, 어시스트, 스틸, 블록 중 세 가지 부문에서 두 자릿수를 기록하는 대기록"
3000,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,467,Triple Jump (세단뛰기): [육상] 도움닫기 후 '홉-스텝-점프'의 3단계를 거쳐 가장 멀리 뛰는 필드 경기
3001,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,468,Trophy (트로피): [일반] 대회 우승자에게 명예의 상징으로 수여하는 금속이나 크리스털 재질의 컵이나 조각상
3002,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,469,Turnover (턴오버 / 실책): [농구/미식축구] 공격팀이 실수나 반칙으로 인해 슛을 쏴보지도 못하고 수비팀에게 공격권을 넘겨주는 것
3003,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,470,Two-pointer (2점 슛): [농구] 3점 라인 안쪽의 일반적인 필드골 구역에서 던져 성공시킨 슛
3004,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,471,Umpire (심판 / 구심): [야구/테니스] 야구에서 포수 뒤에 서서 스트라이크와 볼을 판정하거나 테니스 체어에 앉아 주관하는 심판
3005,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,472,Underdog (언더독): [일반] 스포츠 경기에서 우승 확률이 낮거나 전력이 객관적으로 열세에 있는 선수나 팀
3006,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,473,"Underhand (언더핸드): [야구/배구] 야구에서 투수가 허리 아래로 팔을 뻗어 공을 던지는 폼, 또는 배구에서 공을 아래에서 위로 받아 올리는 리시브 동작"
3007,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,474,Uniform (유니폼): [일반] 같은 팀 선수들이 소속감을 나타내기 위해 규정에 맞춰 동일하게 입는 공식 경기복
3008,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,475,Uppercut (어퍼컷): [복싱] 팔꿈치를 굽힌 상태에서 상대의 턱이나 복부를 아래에서 위로 강하게 쳐올리는 펀치
3009,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,476,Upset (업셋 / 이변): [일반] 객관적인 전력이 훨씬 약한 언더독 팀이 강력한 우승 후보를 꺾는 예상 밖의 승리
3010,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,477,"VAR (Video Assistant Referee, 비디오 판독 시스템): [축구 등] 경기장 곳곳의 카메라 영상을 통해 주심의 판정을 돕는 시스템"
3011,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,478,Vault (도마): [체조] 뜀틀을 짚고 도약하여 공중에서 회전이나 묘기를 보여준 뒤 착지하는 체조 경기
3012,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,479,Velodrome (벨로드롬): [사이클] 원심력을 극복하기 위해 곡선 구간의 바닥이 비탈지게 설계된 트랙 사이클 전용 경기장
3013,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,480,Veteran (베테랑): [일반] 오랫동안 프로 리그에서 활동하여 경험이 풍부하고 노련한 고참 선수
3014,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,481,Victory (빅토리 / 승리): [일반] 경기나 대회에서 상대를 꺾고 이기는 것
3015,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,482,Volley (발리): [테니스/축구] 공이 코트 바닥에 바운드되기 전에 공중에서 직접 쳐넘기는 공격 기술
3016,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,483,Volleyball (배구): [구기] 중앙의 네트를 사이에 두고 공을 바닥에 떨어뜨리지 않게 손으로 쳐서 넘기는 6인조 경기
3017,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,484,V-style (V자 자세): [스키점프] 공중을 비행할 때 양쪽 스키의 앞부분을 벌려 V자 형태로 만들어 양력을 극대화하는 비행 기술
3018,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,485,Walk / Base on balls (볼넷): [야구] 투수가 스트라이크 존을 벗어나는 공 4개를 던져 타자가 1루로 안전하게 걸어 나가는 것
3019,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,486,Warm-up (워밍업 / 준비운동): [일반] 본격적인 경기나 훈련 전에 부상을 방지하고 심박수를 올리기 위해 실시하는 가벼운 운동
3020,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,487,Water polo (수구): [수상] 물에 떠서 헤엄치며 한 손으로 공을 패스해 상대편 골대에 던져 넣는 7인조 수중 구기 종목
3021,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,488,Wave (파도 타기 응원): [일반] 관중석의 팬들이 순서대로 일어났다 앉으며 경기장 전체에 물결치는 모습을 연출하는 응원
3022,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,489,Waza-ari (절반): [유도] 한판에 미치지 못하지만 기술이 훌륭하게 들어갔을 때 주어지는 득점 (절반 두 개면 한판승)
3023,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,490,Weight class (체급): [격투기/역도] 공정한 경기를 위해 선수들의 체중을 기준으로 일정한 범위로 나눈 등급
3024,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,491,Weightlifting (역도): [일반] 무거운 바벨을 두 손으로 머리 위까지 들어 올려 그 무게를 겨루는 스포츠
3025,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,492,Welterweight (웰터급): [격투기] 라이트급보다는 무겁고 미들급보다는 가벼운 중간 체급
3026,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,493,Wicket (위켓): [크리켓] 투수가 공을 던져 쓰러뜨려야 하는 3개의 막대기로 이루어진 구조물
3027,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,494,"Wildcard (와일드카드): [일반] 자격을 갖추지 못했으나 주최 측의 특별 초청으로 출전권을 얻은 선수나, 하위 팀에게 주어지는 막바지 포스트시즌 진출권"
3028,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,495,Winger (윙어 / 날개 공격수): [축구] 공격진의 좌우 측면 터치라인 부근에 넓게 벌려 서서 빠른 돌파를 시도하는 선수
3029,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,496,Winter Olympics (동계 올림픽): [일반] 4년마다 겨울철에 열리며 빙상과 설상 종목만을 모아 치르는 지구촌 최대의 겨울 스포츠 축제
3030,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,497,World Cup (월드컵): [축구] 국제축구연맹(FIFA) 주관으로 4년마다 열리는 단일 종목 세계 최대 규모의 국가 대항 축구 대회
3031,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,498,World Record / WR (세계 신기록): [일반] 전 세계 스포츠 역사상 공식적으로 인정된 해당 종목의 가장 우수한 성적
3032,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,499,Wrestling (레슬링): [투기] 타격을 금지하고 상대를 잡고 넘기거나 매트에 눕혀 어깨를 닿게 하여 승리하는 격투기
3033,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,500,"X-Games (엑스 게임): [익스트림] 스케이트보드, BMX, 모토크로스 등 극한의 묘기와 스릴을 즐기는 익스트림 스포츠 종합 대회"
3034,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,501,Yard (야드): [미식축구/골프] 미식축구와 골프 등에서 거리를 재는 주요 단위 (1야드 = 약 0.914미터)
3035,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,502,Yellow card (옐로카드 / 경고): [축구] 거친 파울이나 비신사적 행위를 한 선수에게 주심이 들어 보이는 경고성 노란색 카드 (2누적 시 퇴장)
3036,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,503,Yuko (유효): [유도] 과거 유도 규칙에서 절반에 미치지 못하는 공격 포인트 (현재는 절반과 한판으로 축소 통합됨)
3037,운동 및 스포츠(최종 503).hwpx,운동 및 스포츠,504,"Zone Defense (지역 방어): [농구/축구] 수비수들이 상대 선수를 1대1로 막지 않고, 각자 정해진 구역을 책임지는 수비 전술"
3038,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,1,"정치 국제정치 및 관계(정치, 외교, 안보, 국제 관계) 분야 530개"
3039,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,2,Absolute Monarchy(절대군주제): 군주가 헌법이나 의회의 제약 없이 무제한의 권력을 행사하는 정치 체제
3040,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,3,Absolutism(절대주의): 국가의 통치권이 헌법이나 의회에 의해 제한받지 않고 오로지 통치자 1인에게 집중되는 정치 사상
3041,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,4,Accession(가입/조약 가입): 국가가 이미 체결되어 효력을 발생하고 있는 다자간 조약에 뒤늦게 당사국으로 참여하는 법적 행위
3042,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,5,Accountability(책임성): 공직자나 정부가 자신의 결정과 행동에 대해 국민에게 책임을 지는 것
3043,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,6,"Act of State(국가 행위): 주권 국가가 자국의 영토 내에서 공권력을 행사하는 행위로, 타국 법원이 이를 재판할 수 없다는 원칙"
3044,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,7,"Activism(행동주의): 정치적, 사회적 목표를 달성하기 위해 적극적인 행동을 취하는 태도"
3045,정치 국제정치 및 관계(최종 530).hwpx,정치 국제정치 및 관계,8,Ad Hoc(애드혹 / 임시의): 특정한 목적이나 당면한 문제만을 해결하기 위해 임시로 조직되거나 마련된 조치 (예: 특별 위원회)
